FeatureID	Kingdom	Phylum	Class	Order	Family	Genus
Otu003916	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003917	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003918	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003919	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003920	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003921	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003922	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003923	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Otu003924	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Otu003925	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003926	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003927	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003928	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003929	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003930	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003931	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003932	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003933	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003934	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003935	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003936	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium_XI
Otu003937	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium_XI
Otu003938	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified
Otu003939	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Otu003940	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Otu003941	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003942	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Otu003943	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Otu003944	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified
Otu003945	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified
Otu003946	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Otu003947	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Otu003948	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003949	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	unclassified
Otu003950	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003951	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003952	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003953	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
Otu003954	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003955	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003956	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003957	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003958	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003959	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003960	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003961	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003962	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003963	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003964	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003965	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003966	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003967	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003968	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003969	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu0039	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003971	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003972	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003973	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003974	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003975	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003976	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003977	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003978	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003979	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003980	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003981	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003982	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified
Otu003983	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003984	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003985	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003986	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified
Otu003987	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Otu003988	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Otu003989	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003990	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003991	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003992	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003993	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003994	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003995	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003996	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003997	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu003998	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu003999	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004000	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004001	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004002	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004003	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004004	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004005	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004006	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004007	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004008	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004009	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004010	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004011	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004012	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004013	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004014	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004015	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004016	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004017	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004018	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004019	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004020	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004021	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004022	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004023	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004024	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004025	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004026	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004027	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004028	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004029	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004030	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004031	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004032	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004033	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004034	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004035	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004036	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004037	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004038	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Otu004039	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004040	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004041	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004042	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004043	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004044	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004045	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004046	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004047	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004048	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004049	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004050	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004051	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004052	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004053	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004054	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004055	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004056	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004057	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004058	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004059	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004060	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004061	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004062	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004063	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004064	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004065	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu004066	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004067	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004068	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004069	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu0040	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004071	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004072	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004073	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004074	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004075	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004076	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004077	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004078	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004079	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004080	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004081	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004082	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004083	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004084	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004085	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004086	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004087	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004088	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004089	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu004090	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004091	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004092	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu004093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu004094	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004095	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu004096	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004097	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004098	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004099	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004100	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004101	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu004102	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu004103	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
Otu004104	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004105	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004106	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004107	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004108	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu004110	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004111	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004112	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004113	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004114	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004115	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004116	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004117	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004118	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004119	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004120	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004121	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004122	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004123	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004124	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004126	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004127	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu004128	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu004129	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004130	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Otu004131	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004132	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004133	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004134	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004135	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004136	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Otu004137	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004138	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004139	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004140	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004141	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004142	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004143	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu004144	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004145	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu004146	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004147	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	unclassified
Otu004148	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
Otu004149	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Otu004150	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004151	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004152	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004153	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified
Otu004154	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004155	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004156	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004157	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004158	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004159	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004160	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004161	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004162	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004163	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004164	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004165	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004166	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004167	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004168	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004169	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
Otu0041	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004171	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004172	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004173	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004174	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004175	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified
Otu004176	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004177	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004178	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004179	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004180	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004181	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004182	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Otu004183	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004184	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004185	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004186	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004187	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Otu004188	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004189	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004190	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004191	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified
Otu004192	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004193	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Otu004194	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Otu004195	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004196	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004197	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004198	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium
Otu004199	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Otu004200	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004201	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004202	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004203	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Otu004204	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Otu004205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004207	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu004208	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004209	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004210	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004211	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004212	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004213	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004214	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004215	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu004217	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004218	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004219	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004220	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004221	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004222	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004223	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004224	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu004225	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu004226	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004227	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004229	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Otu004230	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004231	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu004232	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Otu004233	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Otu004234	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
